사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Oct-25,3호선,315,무악재,7,0,1767,171,5167,1376,14835,2869,17822,4958,11034,3626,8357,3748,7386,4024,7067,4411,6383,5000,5761,5706,5460,7260,5811,8907,6506,10895,5966,15811,3053,12352,2231,8073,1761,7243,1166,6061,524,3958,65,966,0,0,0,0,0,0
Oct-25,3호선,316,독립문,172,7,4890,870,6076,6554,14592,14226,18467,22492,15624,20062,14512,18549,15978,14508,17850,14493,16233,15826,16730,14904,19818,15065,19850,15333,19092,15747,16366,17967,7836,14000,6105,9368,4977,8088,3195,7195,1194,4540,165,1986,0,517,0,0,0,0
Oct-25,3호선,317,경복궁(정부서울청사),24,0,2180,1859,5763,14352,12892,39553,19907,126044,20121,95850,21148,72762,30260,71650,38967,68698,47426,67256,61299,58527,76474,49184,89853,43301,107603,38701,117114,35573,50975,21831,42062,12888,37666,10770,23645,9346,8408,5125,954,1367,0,44,0,0,0,0
Oct-25,3호선,318,안국,39,0,1442,1846,2921,23213,5669,82203,10654,112943,14717,86235,18035,79906,26789,80904,37574,71556,46012,68536,59396,64874,80527,50244,105817,43672,129677,37267,124977,29528,59838,13756,46750,7488,35974,6043,19223,5073,5638,2810,608,923,0,0,0,0,0,0
Oct-25,3호선,319,종로3가,45,3,919,935,1386,5966,2218,14808,3563,35115,6396,38113,8730,34758,11370,30723,13986,28556,16347,28244,20414,27115,25068,25152,30338,25094,41212,24369,47872,23327,27842,13449,21716,8492,23278,6651,18878,4914,9276,3200,1183,976,0,21,0,0,0,0
Oct-25,3호선,320,을지로3가,10,1,697,1153,1653,8804,4117,32138,8445,68815,12183,29265,13471,15827,13743,14981,13467,15118,15216,16277,17124,14399,19490,15663,24057,18189,44736,22661,63276,25417,27640,14988,20892,8658,20763,6674,17850,5163,10038,3320,1506,763,0,7,0,0,0,0
Oct-25,3호선,321,충무로,0,0,0,0,0,0,1,0,1,0,5,0,11,0,21,0,10,0,10,0,12,0,11,0,6,0,20,0,26,0,17,0,5,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0
Oct-25,3호선,322,동대입구,31,2,1562,1168,2890,10167,5088,16230,8315,58466,8620,38468,10204,40522,13932,29006,14780,25159,21185,29750,22898,20460,24793,19020,31320,19639,43095,22267,43305,23195,22076,11042,25485,6408,20498,6231,14819,4501,4259,2823,591,983,0,66,0,0,0,0
Oct-25,3호선,323,약수,83,5,6081,1018,9617,5738,23376,13138,33552,29416,24842,20261,19250,15757,18677,15879,20116,15530,20828,16827,19910,18199,20861,20148,22608,25043,26232,30221,28356,38554,18367,24768,14900,17497,14510,15268,10123,13620,4757,8298,790,3145,7,435,0,0,0,0
Oct-25,3호선,324,금호,79,9,3895,712,9861,2728,25592,4486,33739,8715,22450,6371,14940,7023,13761,7191,12957,8542,12055,10032,10604,11118,10395,13804,11142,16909,11595,21405,11150,28140,7901,20201,5865,14301,4573,12193,3531,11682,1536,5996,347,1509,0,1,0,0,0,0
Oct-25,3호선,325,옥수,184,6,2802,883,8490,3934,21747,7250,29582,12807,21102,10005,15434,8811,14908,10877,14540,11904,14289,13159,14488,14413,15369,17715,15803,19739,16905,26375,16424,32569,11459,23489,9149,16263,7810,13765,5953,12912,2386,6105,423,1628,0,0,0,0,0,0
Oct-25,3호선,326,압구정,72,3,2961,2125,7690,23055,15331,44181,23293,122110,21162,133239,26067,76295,32275,62520,38862,50860,42726,51898,52833,47882,60833,45672,70572,47728,89452,55123,116711,54399,82270,30897,67627,16777,47486,13281,31157,10360,9849,5832,1393,2028,1,179,0,0,0,0
Oct-25,3호선,327,신사,52,4,2930,1542,5841,15035,10770,38444,17107,93743,15910,120032,18925,62339,24304,43722,27621,41595,32439,42472,38865,39769,45826,37397,54514,39717,79733,47573,109268,55334,76409,30687,51581,16690,49276,13390,38476,10598,16416,7238,2347,2644,1,2,0,0,0,0
Oct-25,3호선,328,잠원,14,0,1722,770,5855,7463,18478,8487,24601,11334,15578,9079,12149,6364,11479,6459,11118,7853,11048,9389,9399,9525,11695,11638,13836,12491,14505,16813,11782,20443,7724,14585,5578,9791,4755,9529,3190,9838,1132,4476,149,1278,0,0,0,1,0,0
Oct-25,3호선,329,고속터미널,158,5,5442,4201,7527,36330,23959,52907,43965,80297,52984,102414,58691,104476,71028,112639,85724,107615,96297,106362,110405,111124,127010,115470,137800,114318,148570,119670,141645,119840,123218,74887,139334,48834,86888,36759,53873,26356,18668,13143,1729,2284,0,1,0,0,0,0
Oct-25,3호선,330,교대(법원.검찰청),54,6,1918,857,4528,6948,10366,17252,14961,43500,13365,33332,15115,16500,19076,12538,20941,11643,24375,12617,28949,11052,30617,10363,33159,11621,49459,15441,64801,18043,30787,10231,26856,5993,25431,4894,18468,4417,7470,2631,1197,776,0,1,0,0,0,0
Oct-25,3호선,331,남부터미널(예술의전당),27,0,3035,1284,8749,26803,27065,59877,42367,139409,38315,82070,36352,51402,41651,40212,43931,43630,47034,50195,49357,50350,58519,50103,70335,53183,107870,55975,124390,60745,60723,40574,43177,25123,37304,19119,26506,15850,7351,9181,828,2368,2,19,0,0,0,0
Oct-25,3호선,332,양재(서초구청),56,1,4650,2886,13283,38800,34640,99516,44569,202863,31612,107877,30638,50792,33260,43141,38225,41219,42119,44822,47078,40160,57333,41555,72395,45612,121820,60738,166503,70555,80008,46543,58644,29693,51716,26213,32642,22699,10796,12154,1233,3231,1,44,0,0,0,0
Oct-25,3호선,333,매봉,17,2,1832,731,6859,9842,17548,21779,20467,66260,15281,30552,14685,16279,14631,15299,15031,13943,16160,13531,18046,13205,21052,14589,24315,15664,36313,19451,53305,23453,18125,15030,14062,9856,14931,8415,8379,7846,2739,3923,276,1208,0,44,0,0,0,0
Oct-25,3호선,334,도곡,36,2,1045,318,4397,4216,11103,13103,14541,19927,9347,14478,7661,7802,7700,6914,7908,6784,7935,7416,8342,7649,10681,8220,13635,8359,15848,10434,16701,12285,8217,9272,6123,5909,5307,5389,4293,4560,1071,2613,156,1642,3,287,0,0,0,0
Oct-25,3호선,335,대치,17,0,2590,682,12319,8304,27892,18993,28435,28516,18164,18836,14869,13729,14684,12980,17621,18908,18406,22577,16412,18805,17774,23199,20372,28876,34659,36117,27230,32602,17927,22800,14078,13576,17736,12929,37419,10388,3764,5733,353,1732,0,0,0,0,0,0
Oct-25,3호선,336,학여울,3,0,760,193,2003,1781,4086,3454,4621,7294,3297,5254,2825,3811,3023,2990,3589,3814,3786,4325,3730,3785,4370,3537,5472,3766,7219,3946,7396,4407,2557,3624,1758,2378,1429,2044,1244,1875,304,1024,42,297,0,0,0,0,0,0
Oct-25,3호선,337,대청,88,0,3629,1043,11642,6528,29274,17813,35275,25362,20564,12390,16469,9088,15030,8670,15209,10183,15198,11748,13807,12261,19038,15461,20740,17256,24596,22653,24261,29185,11171,23013,7917,16237,6584,14509,4603,14187,1564,7207,253,2260,0,1,0,0,0,0
Oct-25,3호선,338,일원,5,1,2223,1580,8350,11425,23646,31077,23766,25159,17924,19767,18151,16933,18666,12646,18140,14523,17070,15655,17693,15422,23802,14418,28348,14475,35096,17099,18195,21487,9639,17107,6586,11989,4981,10730,3337,11364,1279,4512,130,1364,0,7,0,0,0,0
Oct-25,3호선,339,수서,177,3,4347,2505,12346,16099,35642,33277,42748,51468,30397,34447,36656,24715,28170,21344,34221,26217,31432,22558,23993,24461,35750,29579,35970,32894,47077,39925,48017,49842,23602,36783,21752,26428,15620,21391,14991,20278,7041,8464,690,2974,1,203,0,0,0,0
Oct-25,3호선,340,가락시장,51,12,2757,836,6963,5300,20774,10063,21593,23098,16041,13094,14516,10080,13816,11143,14301,12010,13997,12723,14251,12652,15037,15410,15977,16511,18820,20981,23812,25280,11033,17721,8839,11691,7869,9828,5707,9039,2260,4889,345,1571,3,50,0,0,0,0
Oct-25,3호선,341,경찰병원,6,1,2947,246,7958,3202,22395,8999,23794,23517,15155,14299,11630,8650,10873,6791,10238,8016,9965,9530,10341,8659,10357,9321,10425,10336,14729,15457,16624,21174,6718,15391,5327,9825,4224,8666,2820,7844,922,4802,121,1314,0,0,0,0,0,0
Oct-25,3호선,342,오금,26,0,4299,18,8442,2533,27583,5224,28178,11857,15018,5856,9661,4895,8068,4710,8836,5855,8028,6268,7316,6657,6935,9090,8393,10439,10046,14809,10182,20838,4412,14850,3221,9706,2832,8717,2618,9919,608,4829,123,1851,0,0,0,0,0,0
Oct-25,4호선,409,불암산,79,0,7924,42,16701,4348,41501,6839,33619,9867,22266,10139,17633,10083,16577,9959,16484,10607,15366,11051,14602,12427,13486,14729,14343,17410,13307,19669,12238,25455,7797,23496,5370,16075,4535,14838,2904,13752,1227,9358,243,2939,1,341,0,0,0,0
Oct-25,4호선,410,상계,92,4,14261,220,36246,7278,76634,16744,66214,20457,43579,17381,32879,15692,30983,17452,32431,21549,30696,23115,25989,24152,26855,30546,27803,38306,28594,46551,24073,63320,15955,55462,12688,35367,11474,31429,10967,27276,3445,18848,519,4963,4,534,0,0,0,0
Oct-25,4호선,411,노원,221,3,11830,800,22954,8436,49506,14698,51309,32387,33923,33019,28539,26676,29905,27868,34494,31325,33728,35093,33532,35505,35672,40042,38500,48845,38544,60035,37474,81303,28051,61555,28074,39501,26963,33630,23555,29327,10622,19001,2077,6777,11,685,4,0,0,0
Oct-25,4호선,412,창동,1950,37,16711,2538,36411,15924,79502,20866,73723,44165,49963,35401,43144,31880,43751,33718,44950,39414,43153,46437,42281,48573,46098,52722,52366,60134,51803,70325,50195,89649,29504,71320,23746,46012,20419,39860,15573,35983,7205,21144,1179,7627,3,167,0,1,0,0
Oct-25,4호선,413,쌍문,166,4,23573,1077,48369,8599,112288,14875,115818,26696,73763,21287,54092,20676,47802,24107,49268,27307,43998,30636,39547,34606,37182,44678,38340,57443,38012,70476,33239,96462,22791,87872,16434,57399,13159,52044,9666,45943,4294,30178,678,8780,1,45,0,0,0,0
Oct-25,4호선,414,수유(강북구청),120,5,21459,2755,42581,10858,101445,20487,112476,50831,77469,37565,57622,30225,55230,34487,57197,37442,55500,43090,52088,45982,52629,57089,55612,71840,57832,88267,60818,115905,37528,99484,29387,67470,25198,62767,20260,56821,10677,39468,1527,9343,0,5,0,0,0,0
Oct-25,4호선,415,미아(서울사이버대학),26,1,10678,1461,19841,6267,43922,16250,48668,37046,34199,20994,27142,17342,26900,20690,27800,18891,26582,20874,26273,22940,25947,27048,31415,30982,30463,36578,28773,44569,16963,37007,11605,24008,10967,21893,8260,19216,2887,12904,362,3300,0,1,0,0,0,0
Oct-25,4호선,416,미아사거리,91,2,13993,2600,32454,8436,78840,19559,86546,32962,56130,30332,42163,27691,41055,30129,42747,32477,42246,36358,40677,38729,44055,48149,47492,56359,42404,68100,41756,89327,29256,68836,27686,44551,17149,39459,12516,34232,5812,19793,818,4173,0,0,0,0,0,0
Oct-25,4호선,417,길음,52,3,10133,1536,30738,7000,78972,14060,81419,33606,48197,24817,34793,22675,32099,25923,33856,25174,33004,29011,30465,30270,31951,33476,35105,41604,35361,55550,33633,74472,19417,58961,14683,38933,12123,35246,11294,33504,4116,19010,564,4308,0,0,0,0,0,0
Oct-25,4호선,418,성신여대입구(돈암),50,9,5777,1556,18303,6714,43461,16782,52385,40994,38569,29106,32503,24676,33575,33439,37484,29424,38034,31960,38810,35297,40386,35693,45576,43107,51313,53397,50001,65527,32496,53002,29811,36351,30295,33175,26608,30914,12320,21161,1874,5480,0,0,0,0,0,0
Oct-25,4호선,419,한성대입구(삼선교),63,8,6305,1472,11995,8482,27772,16823,34868,33147,26153,28086,21472,24281,21262,24376,24132,23502,26169,23922,25466,24293,29862,24087,36634,26324,39325,31800,34094,35420,22223,28586,18501,19034,16838,17987,11468,16958,4991,11362,653,5853,1,1282,0,0,0,0
Oct-25,4호선,420,혜화,29,3,3037,1988,8066,21595,16465,46184,22012,105218,25546,86653,32044,69709,37860,69959,42236,83102,46706,102179,62384,83462,88491,68595,101181,67186,115071,77047,118736,79850,79108,56655,82931,22701,103628,21001,84409,18021,28599,11221,3376,3107,2,350,0,0,0,0
Oct-25,4호선,421,동대문,238,7,3680,1799,2929,13574,4965,28914,7347,58070,13253,56791,18792,53398,25275,49011,30292,44031,35949,44987,45427,42941,54472,35458,65532,27792,75293,22418,56266,20122,32212,19288,25148,13304,22525,9784,14813,7741,7514,5094,1054,1321,4,89,0,0,0,0
Oct-25,4호선,422,동대문역사문화공원(DDP),348,20,5125,1512,4737,12622,8672,26962,14145,60529,19085,39161,21027,34654,23023,33159,25634,30532,29280,32059,35880,32894,45169,30868,53003,29062,68555,30754,78558,31770,49473,29199,40414,20385,35842,17473,26430,14972,13711,10392,2298,2747,0,111,0,0,0,0
Oct-25,4호선,423,충무로,83,6,3307,2686,5908,20681,12305,56149,21214,167214,30280,97039,32212,61667,34573,52684,33723,49190,41826,50167,46738,43612,54462,40673,69393,42866,105972,48072,146666,51199,66834,31735,53494,23775,49087,23371,39599,21561,21254,14095,3686,3916,8,229,0,0,0,0
Oct-25,4호선,424,명동,30,2,1614,1345,4185,29384,8355,51472,17380,118831,31376,96554,36734,76812,44770,82237,47601,90653,55070,90022,68632,84092,86788,84664,105521,88917,115946,87950,145215,84270,96715,62607,87338,44000,84046,30333,78923,17115,33299,8568,1795,2226,2,108,0,0,0,0
Oct-25,4호선,425,회현(남대문시장),18,0,1488,759,3453,20855,5517,51237,9636,134921,14607,96272,20525,82918,31979,81640,41085,68044,53331,60763,66775,57334,78826,46783,92223,37508,109988,28640,119225,23379,58233,13243,53396,7966,21243,7343,11538,6191,4311,3587,511,1034,1,52,0,0,0,0
Oct-25,4호선,426,서울역,330,8,4468,1201,6298,18546,12455,39526,15599,87096,14843,56195,14440,33081,16122,33425,16825,36246,16448,35489,16691,34418,18645,38299,23495,43238,45128,45509,59179,45286,23626,34677,16221,25798,13981,23896,10117,18559,4901,9565,568,2854,0,180,0,0,0,0
Oct-25,4호선,427,숙대입구(갈월),16,1,2967,790,7559,10008,17278,21265,26349,47609,21795,31896,18150,24165,19028,22689,22205,20431,23795,22573,24287,21459,28213,21757,36862,25897,39857,32807,48279,39503,25892,26081,23101,17883,24107,15751,19577,14629,9675,8652,1260,1785,0,1,0,0,0,0
Oct-25,4호선,428,삼각지(전쟁기념관),14,0,596,404,2098,4750,6382,10580,9859,20692,6773,12266,5674,10116,6238,12350,7331,13546,8831,13535,9143,12464,11230,12994,11953,15372,16000,20865,23565,27257,13220,16558,13619,8815,16233,6514,14603,5657,7863,3754,1061,1419,1,36,0,0,0,0
Oct-25,4호선,429,신용산,11,2,1415,1197,3878,13700,11267,38029,16948,87154,16697,65166,15337,35433,20871,34707,23477,38262,28019,38355,28464,37490,38371,39306,49292,43082,69601,49273,92382,53758,50240,30895,42082,17940,43213,13252,32528,9249,14280,4847,1636,1126,1,81,0,0,0,0
Oct-25,4호선,430,이촌(국립중앙박물관),13,1,1206,922,4808,8016,12073,12290,16123,24974,12116,27626,10459,30890,13927,29112,22632,28771,24413,32010,30513,29416,33721,26020,41836,21169,39846,19065,32279,21539,11541,14163,9211,9347,7591,8417,4175,6859,1491,3874,154,1088,0,70,0,0,0,0
Oct-25,4호선,431,동작(현충원),14,3,246,2781,799,9237,1893,3282,2300,5564,2128,3444,2265,3414,2886,2780,2557,2875,2788,3967,2921,3633,4473,3744,10648,3541,8860,3642,6679,3894,3367,2951,2903,2710,2558,1330,1806,864,803,620,125,356,0,71,0,0,0,0
Oct-25,4호선,432,총신대입구(이수),102,2,6126,1006,16780,11726,44007,18584,55224,37325,37199,29342,30283,25423,29828,25983,32600,29422,32883,32237,31624,34680,33700,41425,34527,46602,38828,57588,40125,73624,25407,45198,22522,27611,18635,23956,15668,20497,6915,12242,987,3186,7,561,0,0,0,0
Oct-25,4호선,433,사당,145,24,10110,1256,25872,17901,62746,24121,72836,33950,60436,27874,42783,24047,37660,31225,40095,31909,40754,28806,38628,29840,37920,34470,39741,46310,45446,65750,46480,89429,33476,56436,31410,35653,31887,32546,27498,29600,13044,19721,1555,5679,1,531,0,0,0,0
Oct-25,4호선,434,남태령,10,0,569,75,975,1637,2253,5020,3455,5253,2561,1802,2381,1269,2548,1237,2485,1320,2257,1280,2137,1433,2708,1458,3831,1746,4872,1873,3431,1651,1386,1320,973,1502,684,1062,399,958,161,536,20,152,0,0,0,0,0,0
Oct-25,경부선,1001,서울역,6,1,80,795,177,5366,11026,8564,23808,9555,19251,8170,17078,7182,21599,4511,21544,6783,18702,6038,8692,6178,19356,7639,19074,8336,27249,10847,25901,10546,29763,8116,17594,5379,25269,4578,18035,3979,11451,874,2371,131,0,0,0,0,0,0
Oct-25,경부선,1002,남영,181,1,2619,1327,4817,7095,12188,17097,18623,41237,11561,23988,10019,15155,10438,13049,11959,12295,13401,13375,12725,12684,16172,13714,21011,15248,26088,19982,33013,24797,15870,16218,13773,10663,13774,9330,11411,8769,4974,4885,286,1152,1,1,0,0,0,0
Oct-25,경부선,1003,용산,351,14,3965,6031,6254,38164,22501,84272,33812,142125,48648,114871,36403,95358,59246,85608,59011,97217,74355,96216,63609,96792,109450,97666,126029,102133,139185,106625,161855,102014,120369,68583,117375,45186,120182,29262,81611,16541,32035,7540,1310,2112,1,0,0,0,0,0
Oct-25,경부선,1004,노량진,433,27,4441,2062,6700,6373,16755,8212,23001,15014,13878,12372,11393,11084,12758,13293,14161,14323,16115,14121,16479,13596,17528,16208,19262,21529,20998,30435,20231,42090,16560,23438,16401,13451,18646,11728,15512,10503,5958,6841,418,1471,1,1,1,0,0,0
Oct-25,경부선,1005,대방,508,7,4269,2294,8982,9595,22522,29852,27631,38997,17247,19445,13947,11224,13250,11282,14848,12033,14211,13532,14250,12709,14869,14602,16655,17441,28078,23602,31581,30664,12410,19367,9165,14101,7363,13351,5352,11956,1779,7188,127,1981,0,0,0,0,0,0
Oct-25,경부선,1006,영등포,4153,75,13294,7433,15500,24045,37600,57348,55928,121127,39041,87739,41940,73205,50913,83244,58252,89773,63007,94229,66058,83517,91782,82362,105030,84423,122019,91741,155000,102977,91510,64941,90742,39914,69191,32062,53448,26369,23458,15243,865,4147,1,0,0,0,0,0
Oct-25,경부선,1007,신도림,502,7,1924,724,3343,2968,7806,6642,9820,13346,6406,7445,4819,4771,4784,4737,5296,5183,5042,6172,5047,5932,5562,6982,6920,7978,9943,10637,11577,13149,5542,7792,4117,4966,3812,4516,3867,3756,1572,2323,80,1590,0,0,0,0,0,0
Oct-25,경부선,1032,신길,936,10,8051,1435,10021,5312,21893,17569,28439,25785,16980,10876,12063,6801,10836,6737,12824,7739,11478,8945,10057,8925,10996,10521,13047,12493,19079,16264,25744,20893,9793,15079,7181,11190,6396,11051,4329,9631,1727,5831,131,1714,4,1,3,4,4,2
Oct-25,경부선,1701,구로,10842,99,17035,3868,15948,12069,33171,27922,32643,59736,24840,33849,21249,26808,22225,24880,23803,23777,25456,24449,25622,23845,29685,26040,34746,29406,48158,36835,47916,38132,22788,26069,17898,18269,15183,17427,9401,14511,3548,11321,31,11282,0,0,0,0,0,0
Oct-25,경부선,1702,가산디지털단지,1113,8,6188,2023,6783,10801,15901,50568,16452,138334,11796,62480,10904,21597,12394,16231,14499,16356,15126,15964,16196,16556,19502,16460,28214,20327,69213,24732,92138,27301,35514,19978,21951,14128,17768,12491,10895,11869,4917,6803,196,1330,0,0,0,0,0,0
Oct-25,경부선,1703,금천구청,530,5,10273,1157,16054,5492,38220,13430,35890,26096,22689,11388,17763,9432,16904,9958,16046,12048,14982,13857,13775,13499,14042,17758,15434,22333,16004,29878,23780,38903,9982,28591,7412,16231,6415,15565,3686,12472,1258,7922,42,679,0,0,0,0,0,0
Oct-25,경부선,1704,석수,383,4,7281,2033,14118,5246,30700,9605,30063,11815,17632,8782,14043,7046,12790,5999,12215,7371,11625,8228,10599,8991,11484,11428,12473,14349,14645,20434,12256,27500,7458,20523,5021,13777,4115,12379,2778,11053,1160,6592,76,516,0,0,0,0,0,0
Oct-25,경부선,1705,관악,170,0,7492,1571,11945,3612,29594,6418,25628,10479,14861,8980,11312,8664,10180,7257,11577,7405,10938,7551,9942,8352,9873,9802,10749,13106,10414,17155,9629,26037,5788,19117,4390,12357,3736,10968,2093,8966,931,6379,58,834,0,0,0,0,0,0
Oct-25,경부선,1706,안양,359,10,15155,2807,33837,10669,82087,18630,71849,45697,42377,45688,34295,32902,35356,34071,40664,33432,39407,39286,38858,31968,43779,41431,52154,45713,49114,60420,38152,84300,25244,60840,21462,36372,20301,30487,16200,24045,7414,16931,391,2979,1,1,1,2,0,0
Oct-25,경부선,1707,명학,118,0,5841,1753,9532,7363,23426,23595,20450,45434,11488,13530,9073,8943,9459,10954,10193,7494,10340,8875,11835,8329,11638,7624,15340,9244,27240,12789,30365,19048,10473,15638,8385,9328,5530,7679,3853,7322,1533,5513,129,1040,0,0,0,0,0,0
Oct-25,경부선,1708,금정,786,9,23179,4885,36216,19399,86430,42614,83399,83461,53783,35810,41149,23619,37667,26979,39390,27963,37804,31015,34770,31958,36228,42587,42339,49983,65087,67214,68132,90093,33223,70349,25618,44464,20684,42145,14745,34943,6713,22918,541,9329,0,0,0,0,1,0
Oct-25,경부선,1709,군포,71,5,5039,2179,7873,9769,16295,27842,14888,32257,9230,7305,7951,4578,7398,4501,8034,4970,7171,5703,6613,5711,7480,7568,10522,7984,22967,10602,27769,12703,8881,10793,6477,6813,3886,6018,2362,5264,924,3234,43,622,0,0,0,0,0,0
Oct-25,경부선,1710,의왕,131,0,6154,2464,12033,8242,25461,30753,26354,26853,13891,11437,11438,7467,11234,7905,11938,8160,11252,9511,10833,8651,12941,11524,17934,14192,28904,18816,22880,25117,11287,18779,8404,12954,5679,11093,3606,9430,1620,6107,126,1227,0,0,0,0,0,0
Oct-25,경부선,1711,성균관대,244,6,8466,2318,26215,6992,64195,9878,52087,25966,27517,19961,22701,16083,21304,16128,23684,15289,21978,19774,20473,18081,21967,22206,28363,28542,27823,39091,25205,56856,15978,44140,12767,28273,11280,25450,8928,21120,4383,14779,314,2823,0,0,0,0,0,0
Oct-25,경부선,1712,화서,394,20,9075,1241,22704,3870,44169,6359,34063,12902,16862,11993,14152,12966,12995,20086,13718,20885,14651,25510,16881,23498,21943,24045,26220,26944,26051,30694,24887,45353,18714,31483,14935,18588,13806,13720,11058,11816,1961,7681,106,1480,0,0,0,0,0,0
Oct-25,경부선,1713,수원,2485,100,19501,4581,34566,29274,70009,52265,67842,75943,51559,74806,49597,78630,56992,80598,62897,93933,67922,87567,68799,86976,88338,89000,103295,100910,101801,108961,109560,129666,85813,91227,90517,55742,70295,41245,55607,32188,22644,21148,687,7313,1,0,0,0,0,0
Oct-25,경부선,1714,독산,516,10,7748,2053,17277,10191,45260,37086,44413,76862,24964,34549,19800,13230,19661,11118,19960,12466,18687,14057,18071,13601,19061,17436,27503,21203,47790,28544,55342,42640,22969,33649,14566,20775,9812,20458,6213,19388,2371,10842,114,797,0,0,0,0,0,0
Oct-25,경부선,1715,세류,584,2,3771,599,8841,2657,16757,3800,11697,4123,6555,3255,5682,2946,5291,3352,4958,4078,4705,4011,3943,4179,4871,4860,6224,6541,6869,7613,5195,13281,3525,9808,2733,7885,2335,7291,1233,4904,450,3067,14,989,0,0,0,0,0,0
Oct-25,경부선,1716,병점,3119,25,7402,2983,27474,9998,49919,19040,42952,28553,30728,17601,26936,14837,26423,16851,27220,19344,23192,18324,23234,22158,26711,25908,29384,33500,33853,42550,30237,49136,18192,42048,13080,30703,11055,23205,7554,22384,2735,15961,45,6647,0,0,0,0,0,0
Oct-25,경부선,1717,세마,211,0,2190,1128,6259,2086,11132,4666,10194,8886,6877,2905,5401,2217,5128,2786,5413,2828,5714,3481,4854,3672,4815,3863,5981,7188,7169,9143,8069,9629,3051,8778,2351,6097,1807,5429,1196,4888,552,2481,79,179,0,0,0,0,0,0
Oct-25,경부선,1718,오산대,188,1,2666,1139,7299,2589,12795,4270,10639,9506,7238,4303,5914,4937,5652,4941,5776,4288,6624,5233,6499,5390,7100,4783,8549,7202,8273,9265,8789,13086,3963,10213,3307,6168,3026,5590,2038,4186,994,2763,84,232,0,0,0,0,0,0
Oct-25,경부선,1719,오산,460,5,6899,2435,15826,9337,26202,24120,27471,20467,21823,14167,20752,13390,19880,11972,21261,15513,19086,16527,19177,16579,19402,21254,23770,25373,25074,29819,24412,32573,15827,24740,12006,18759,8221,14871,4928,10306,2130,8188,126,775,0,0,0,0,0,0
Oct-25,경부선,1720,진위,34,0,856,363,1460,2820,3043,7432,2577,7520,2181,2382,1971,2148,2012,1351,2093,1120,1964,1331,2060,1315,3816,1754,4385,1927,7234,2371,6461,2609,2687,2339,1400,1555,952,1508,521,1049,266,835,8,52,0,0,0,0,0,0
Oct-25,경부선,1721,송탄,98,2,5042,902,7465,2940,12280,5537,11386,8478,9494,4646,8577,4036,8578,5305,8272,5271,8119,5709,7208,6588,7938,7644,9791,9440,8959,11661,8714,12437,5380,12474,3923,9249,3261,7585,2115,6518,1080,5734,72,506,0,0,0,0,0,0
Oct-25,경부선,1722,서정리,83,31,4709,2369,12886,5695,17817,12704,17745,18323,14734,9910,14130,7844,13992,8322,14936,10612,12667,11472,13648,11644,15636,13493,18872,18613,26518,21488,17492,20216,9672,18915,7562,14751,5926,10829,4260,10383,2357,7719,71,674,0,0,0,0,0,0
Oct-25,경부선,1723,평택지제,21,1,2489,2920,5028,7086,11038,11148,10508,6994,7725,5174,6510,3697,6333,4812,7174,4897,5269,4827,5852,5231,7959,6797,7553,8200,12768,9406,8977,10285,7171,9338,5350,6387,4144,5983,4579,5290,2445,3098,23,294,0,0,0,0,0,0
Oct-25,경부선,1724,평택,175,4,8150,3051,13032,9438,24913,15098,30284,23986,27960,22136,26272,18344,24920,24028,24592,25265,25703,24917,25350,28337,27755,30556,30976,36278,32633,38965,29144,36553,22037,25258,20526,22880,14525,16132,12450,12489,6941,6761,66,2361,0,0,0,0,0,0
Oct-25,경부선,1725,성환,35,1,2046,1002,3647,3641,6018,11860,6924,19768,7635,21694,7785,10197,8591,6345,10723,9399,12284,9660,12840,6333,17499,6392,22663,7696,21146,8142,13274,8268,5637,6658,4454,6521,2896,5557,2147,5944,829,4574,80,1114,0,0,0,0,0,0
Oct-25,경부선,1726,직산,56,2,744,356,1541,1382,2521,3031,2375,3313,2091,1292,1891,1051,1755,1046,1672,1201,1618,1393,1405,1374,1762,1334,1833,1901,3744,2302,3095,2252,1201,2166,888,1432,611,1375,272,1156,175,997,24,169,0,0,0,0,0,0
Oct-25,경부선,1727,두정,959,2,5071,1205,10348,3431,17351,8640,17465,19787,16512,19643,13213,13651,13720,12669,15097,14600,14786,13670,14952,11323,16667,12047,17753,16938,17971,19192,16415,23611,10656,16575,8744,14246,7541,10248,4964,11502,2516,8834,39,2535,0,0,0,0,0,0
