사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Oct-25,분당선,1850,선정릉,8,0,829,939,2034,3988,4416,11107,6915,38321,6972,34661,5720,12854,6923,8876,8794,8502,9196,8178,10214,7919,11602,7241,13329,7676,23540,8639,33246,9360,17211,6206,9331,4021,7438,3454,4629,3251,1630,1949,103,402,0,0,0,0,0,0
Oct-25,분당선,1851,가천대,39,3,4518,736,7170,3798,17942,7107,23595,37620,16715,29460,13737,24386,17245,16699,19663,22835,19663,19213,22909,16569,27451,13241,35001,13484,34922,16582,21913,22150,12233,17738,8880,14228,7641,15590,6531,16662,3696,11754,160,1131,0,0,0,0,0,0
Oct-25,분당선,1852,태평,389,9,14928,1587,18600,4996,39308,7550,53817,16808,38585,13169,23816,13187,20700,14626,21090,16066,20661,17233,18956,19718,20010,25441,22215,28829,21211,33532,18236,40722,10456,29326,8126,23082,5747,26372,4139,20584,1618,11662,71,1194,2,2,0,0,0,0
Oct-25,분당선,1853,모란,461,16,14702,2539,21317,10634,48164,22035,59944,35373,44368,32074,32604,30892,32497,34251,37633,34879,37396,36059,35347,35315,38028,42070,42506,44625,42234,47644,37307,58863,21896,43195,16169,32026,13882,28270,10574,23912,5652,14716,278,1386,2,1,0,3,2,2
Oct-25,분당선,1854,야탑,252,6,6840,3209,18745,15335,48775,38517,53282,85971,40090,53220,34751,37815,35827,34710,38034,37936,38397,42012,40574,38640,44828,42289,52506,46808,64168,56203,73296,66446,35669,49701,27634,31981,25153,24974,16919,23858,6583,13162,338,1861,3,1,4,4,2,5
Oct-25,분당선,1855,서현,298,21,3951,2913,11237,11877,31455,30502,36492,73833,27825,60048,26529,35996,28945,34367,31381,35577,33652,38628,37990,38518,44247,36473,47937,44525,61840,48513,72585,55883,43508,39664,41318,24455,32592,19412,24838,16305,8743,9092,381,1265,5,1,5,1,4,1
Oct-25,분당선,1856,수내,185,1,3046,1840,7080,7742,17611,20750,20728,47738,15580,37886,13736,20017,15023,17038,17178,17549,18341,17972,20732,17682,22309,18276,24964,21385,35479,23930,44667,26794,24658,19791,22232,12188,15737,10548,12263,9890,3244,4850,191,908,0,0,0,0,0,0
Oct-25,분당선,1857,정자,315,14,3307,1196,9776,15467,25124,37954,29128,75864,21857,49763,17533,23985,19031,18812,20371,18188,20738,20613,20946,18864,27398,21125,33487,26987,53554,37405,62336,43363,32872,32988,26700,20888,26682,18065,23707,15649,8893,8963,810,2385,0,0,0,0,0,1
Oct-25,분당선,1858,미금,560,7,3538,856,11581,10315,23800,20579,28130,41742,22808,32800,22095,21519,25290,21947,25200,23081,25259,24362,26603,24287,31125,25204,30565,28278,34586,32467,35379,36787,19895,26505,16329,19223,16442,15715,11673,14300,3889,8170,189,1724,0,0,0,0,0,0
Oct-25,분당선,1859,오리,615,9,3411,383,13794,8061,26683,14086,27201,30872,20000,16984,16486,10672,16384,11618,16836,12945,16420,12109,16104,12654,17497,14662,19596,16196,25366,18355,29367,22517,12016,18697,9796,12981,8277,11245,5676,9754,1997,6049,99,1530,0,0,0,0,0,0
Oct-25,분당선,1860,이매,111,1,2396,769,5593,2909,12309,9041,14079,13699,10936,6427,9779,6431,8766,6437,9935,6601,8393,8103,8202,7450,9140,8746,13966,10057,11917,12113,12036,14513,5461,11210,4798,7822,5595,6566,3568,6584,965,3778,52,723,0,0,0,0,0,0
Oct-25,분당선,1861,보정,29,0,1018,94,3269,987,8054,2332,9379,5020,6347,1983,4805,1537,4402,1911,3860,2215,3447,2453,2993,2925,3859,3999,4323,4580,3958,5797,3254,6560,1538,5434,1183,3716,1077,3394,944,3586,328,2174,5,127,0,0,0,0,0,0
Oct-25,분당선,1862,죽전,1347,10,5138,656,15546,6593,37918,15250,33061,24988,21540,26624,18029,20560,17508,20139,19122,21127,19024,20583,20116,21925,23117,24120,25547,29360,29911,33898,29089,46678,20506,34851,24567,23151,12219,19347,9502,18795,2918,12188,3,5495,0,0,0,0,0,0
Oct-25,분당선,1863,구성,164,5,2696,744,9649,4307,24635,9157,27741,12661,16681,7789,13360,6331,11077,6693,10678,7733,9604,8365,9152,9091,9401,11919,10703,14029,14478,21712,12814,26440,7225,18535,6236,13418,4894,10630,3783,12076,1764,6161,82,625,1,1,0,0,0,0
Oct-25,분당선,1864,신갈,85,1,2641,297,8508,1315,17993,2262,17800,6168,11140,4356,8436,3590,7997,4389,7123,5145,6538,5629,6240,5968,6904,7700,7217,8434,6095,11879,4992,16390,2208,12636,1695,9028,1606,7132,1067,8097,351,4344,6,349,0,0,0,0,0,0
Oct-25,분당선,1865,기흥,294,17,5197,643,14167,4305,34560,14523,34017,25896,20423,12759,14666,11133,14591,10942,14826,10084,14947,12508,15318,12112,15388,13650,18219,16364,23060,23176,22340,32211,12590,26824,9233,17099,7767,13012,5669,13846,2245,7951,38,895,0,0,0,0,0,0
Oct-25,분당선,1866,상갈,23,0,3206,659,7699,2306,17312,5808,18418,8302,12435,5386,9430,4460,8358,5031,7705,5114,7227,6862,6521,6479,7631,7516,8005,10505,9930,12742,9583,15499,5369,12602,3574,9731,3133,8475,1784,8172,633,4601,3,568,0,0,0,0,0,0
Oct-25,분당선,1867,청명,37,0,2768,790,7782,2052,18628,5012,17923,9289,9986,3778,6527,3633,5980,3747,5878,4490,6037,4948,5411,5637,6433,6703,7318,8332,7511,11577,9007,16039,4257,12241,2829,8113,2183,7612,1987,6359,669,3879,15,207,0,0,0,0,0,0
Oct-25,분당선,1868,영통,87,13,2672,1761,7800,4408,16884,9297,18602,25121,11446,17688,9951,12229,10895,11798,12068,12604,13183,13323,13002,13042,15246,13958,18968,15761,23516,22431,24328,25279,13744,18605,12527,11693,12406,11075,12560,10101,4402,5960,176,392,0,0,0,0,0,0
Oct-25,분당선,1869,망포,66,6,6097,2343,20381,7540,52977,24741,46923,38996,25076,16460,18317,9367,16487,11136,17386,12280,17321,13666,15307,13660,17159,19468,21521,22998,33693,32999,38947,46374,19778,41302,15041,26603,11930,20744,9200,18161,3473,11351,97,777,0,0,0,0,0,0
Oct-25,분당선,1870,매탄권선,56,2,3862,726,10235,2923,20886,5528,19832,13018,11396,5477,8217,3809,7365,3813,7989,4828,6835,5446,6074,5239,7040,7555,9548,10139,10162,13567,8338,20432,4826,14108,3876,9854,3048,8366,2409,8053,726,4801,18,476,0,0,0,0,0,0
Oct-25,분당선,1871,수원시청,217,8,6406,1901,11997,7138,30506,17877,29592,50024,16126,33076,14298,17876,16685,16970,19269,19571,18104,21300,18517,17744,23133,19441,29402,23759,32763,36368,40793,46631,22252,33042,18987,21224,20184,15525,15907,13937,6186,8849,167,1150,0,0,0,0,0,0
Oct-25,분당선,1872,매교,575,3,4620,777,9969,3775,20025,6477,20076,11915,10130,5291,7048,4568,6625,5302,7211,6065,6366,6038,5911,6780,8777,7200,10407,9800,8874,14766,7980,19512,4554,13076,3723,8957,3415,7768,2426,6148,666,3783,14,525,0,0,0,0,0,0
Oct-25,일산선,1948,원흥,326,35,6737,506,15849,3665,42420,6794,46124,13634,26424,9955,20120,8776,18278,9607,18545,11423,16983,12814,14598,13855,14488,17190,15072,20935,16138,29157,16588,35874,8265,34867,6520,21598,5604,19682,4022,17563,1956,10838,261,2224,0,0,0,0,0,0
Oct-25,일산선,1949,지축,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,1,0,2,0,0,0,3,0,3,0,5,0,4,0,3,0,1,0,4,0,2,0,2,0,1,0,0,0,0,0,0,0
Oct-25,일산선,1950,삼송,653,9,7943,1462,29148,6621,73655,15130,72938,27976,41489,20708,32702,18891,28737,21033,29534,25058,27556,26389,26374,27001,28566,33225,32485,38578,33807,48829,32716,67001,20006,58681,15753,35296,13468,32624,13638,25049,3650,13876,522,2856,0,0,0,0,0,0
Oct-25,일산선,1951,원당,215,3,9024,773,20058,5411,43506,7576,44000,13457,28080,10115,22717,9969,20529,12115,20353,13424,18795,13859,16671,16160,16784,19391,17759,24563,17364,29626,15632,39230,8007,32885,6305,23290,4603,20510,3180,17597,985,10577,102,1723,0,0,0,0,0,0
Oct-25,일산선,1952,화정,132,2,11515,1360,22328,5586,48986,11725,49586,30597,33569,22090,29606,20862,28105,22968,29696,24430,29687,25912,28146,28374,29486,35283,31386,37989,30772,46320,27979,54643,16849,47292,14829,29687,15478,26126,11345,23615,4408,13032,561,2739,1,0,0,0,0,0
Oct-25,일산선,1953,대곡,225,2,2799,2647,8786,9809,24469,26130,26314,32651,15453,21460,11263,14309,10757,13547,12160,13452,12995,11896,12734,11829,15541,13018,20342,14931,28000,18300,36076,23736,24964,17559,15427,10728,13699,10459,11868,9735,7033,7000,1410,2692,0,0,0,0,0,0
Oct-25,일산선,1954,백석,95,3,4904,2175,9609,6321,20629,11797,23804,25845,17794,15506,16671,14205,17100,14400,17723,15317,17335,17050,17894,17144,20216,18467,20094,20756,22913,24432,22416,27150,13152,23497,10839,14000,10289,12518,6650,10784,2833,6953,290,1424,1,1,0,0,0,0
Oct-25,일산선,1955,마두,60,0,3534,1896,9597,4421,17603,7755,16789,19735,13656,14238,14502,11146,14235,11159,14061,10168,13011,13597,13771,13195,15473,13751,16356,14908,16938,16129,15778,17894,6885,16253,5211,10028,4435,9174,3506,8032,1050,5147,104,1008,0,0,0,0,0,0
Oct-25,일산선,1956,정발산,70,1,2119,1080,5047,3034,8328,5336,9970,19248,8323,19109,9075,15996,11329,14597,12143,14247,13949,16284,15355,14716,17676,13653,18416,14856,20899,16020,22820,16826,11965,13386,12633,7402,9069,6204,6844,5051,2108,3615,195,777,0,0,0,0,0,0
Oct-25,일산선,1957,주엽,138,1,6045,1195,15168,3067,24114,6746,24347,12938,18830,10809,18222,11037,17781,11683,17077,13217,15951,15435,15030,14726,16290,17663,15593,18813,13730,21762,12485,23756,6512,22720,5723,13700,4983,11969,4357,10086,1158,6649,130,1507,0,0,0,0,0,0
Oct-25,일산선,1958,대화,171,2,7108,1428,20213,4433,43657,11836,33114,16512,24053,12734,20193,12644,18540,11729,17994,14325,16809,14786,16555,15474,16943,21332,18196,20682,18706,29491,16291,30754,8996,27910,7622,15695,13230,14125,17863,12266,3394,7397,152,2469,0,0,0,0,0,0
Oct-25,중앙선,1015,회기,1044,14,11405,3356,20972,11745,56638,28022,73927,57730,51507,44287,40609,36263,42129,33118,45434,34580,46639,39109,45944,35691,52566,37236,60740,44771,65633,57770,53716,77031,31044,58429,27006,40283,31470,40359,26581,43376,13598,27596,642,5987,0,0,0,0,0,0
Oct-25,중앙선,1201,중랑,178,6,5781,665,9118,1807,19357,3020,21704,6009,15523,5374,10111,4924,9364,5186,9780,6077,9024,7392,7995,7598,7469,10591,7642,12340,7433,15666,7551,19883,4877,15835,3451,10090,2844,8612,1916,8218,895,4694,32,445,0,1,0,0,0,0
Oct-25,중앙선,1202,상봉,714,17,6210,739,8161,2785,19730,4263,21870,7634,13257,5682,9130,6110,8811,6395,10749,8248,8534,7669,8297,8729,9432,10345,8609,11548,9256,16050,9260,21997,6310,18057,5049,10949,4313,8835,2891,8929,1481,5593,123,1139,0,0,0,0,0,0
Oct-25,중앙선,1203,망우,415,11,7963,669,11040,3001,29012,5117,25008,12796,16381,8680,13134,8403,12994,9794,14004,10592,12839,10868,11741,12816,12439,14816,12940,16275,12428,21737,11958,24942,7939,21049,5530,12496,4579,10060,2879,8537,1259,5942,23,598,0,0,0,0,0,0
Oct-25,중앙선,1204,양원,172,6,2689,372,4515,1815,11651,8455,10538,6181,6865,3120,5124,3035,4288,3127,5312,3287,4554,3702,4140,3473,6293,4514,7374,5393,5121,7551,3876,9334,2536,8823,1814,5125,1389,4209,1021,3565,299,2472,3,201,0,0,0,0,0,0
Oct-25,중앙선,1205,구리,703,10,4919,1157,10884,3713,25051,6174,24977,13118,14128,11249,12789,10914,12228,10280,12735,11053,12364,12948,11986,12043,12807,15112,13454,17560,14019,21016,13317,29979,9018,22562,8160,13259,5037,11250,4141,9715,1275,6655,58,1507,0,0,0,0,0,0
Oct-25,중앙선,1206,도농,980,2,7599,821,17306,2864,43693,6875,36875,12954,20946,7597,18194,7432,16157,7792,13880,8432,13461,10056,11572,10962,11853,16027,14619,17876,14473,22378,11847,33747,5983,30676,4997,16154,3982,14953,2800,12516,902,9809,25,1799,0,0,0,0,0,0
Oct-25,중앙선,1207,양정,137,0,189,174,549,886,1170,1250,1075,1798,801,1043,776,961,833,624,779,610,911,711,1134,561,1231,800,1579,658,1846,808,1696,902,546,670,312,340,243,355,95,284,30,272,6,75,0,0,0,0,0,0
Oct-25,중앙선,1208,덕소,1320,3,3349,762,9193,1952,22530,4212,19451,5292,12632,5751,11516,4898,10319,4703,9189,6275,9093,7627,7813,7328,7905,11162,8388,11735,7993,14354,6355,19432,3854,16816,3279,9867,2218,10274,1841,7944,728,6262,2,1474,0,0,0,0,0,0
Oct-25,중앙선,1209,도심,3,0,2020,199,6389,754,14370,2202,10089,4338,6851,1959,5239,1821,3895,1699,4413,2312,4188,2440,3415,2177,3286,4533,3879,3252,3584,5966,2731,8102,1513,7308,1143,4171,1133,4031,667,4317,290,2279,0,1,0,0,0,0,0,0
Oct-25,중앙선,1210,팔당,5,0,174,129,529,659,1096,1675,1248,3117,1180,3205,1322,2989,1212,2603,1363,2575,1577,2092,2150,1802,2604,2116,3034,1669,2886,1577,2798,1546,1945,1004,1743,563,1223,390,779,397,138,158,1,0,0,0,0,0,0,0
Oct-25,중앙선,1211,운길산,0,0,236,63,512,447,1501,742,1434,1269,1080,2892,1132,4513,1195,4117,1505,2546,2463,2419,3322,1935,4565,1813,4013,1292,3133,1173,1638,870,810,1145,354,518,180,694,81,452,25,373,0,4,0,0,0,0,0,0
Oct-25,중앙선,1212,양수,4,0,1042,177,1801,755,5803,1989,4688,3092,4172,3883,3603,4463,3439,4280,3402,4131,4447,4211,4113,3545,6000,3966,6182,3720,4939,4491,3592,3851,1614,4030,1281,2841,657,2710,270,1641,98,1557,0,239,0,0,0,0,0,0
Oct-25,중앙선,1213,신원,1,0,96,11,169,244,412,297,335,629,378,722,362,618,425,569,517,344,623,364,603,320,750,342,746,250,549,330,521,295,133,203,37,191,38,113,18,75,11,55,0,10,0,0,0,0,0,0
Oct-25,중앙선,1214,국수,5,0,835,100,1199,515,2118,677,2050,1569,1930,1296,1695,1018,1452,1365,1463,1206,1524,1306,1335,1200,2058,1532,1997,1669,1241,1991,823,1873,516,1339,410,1381,411,1183,280,1141,67,561,0,115,0,0,0,0,0,0
Oct-25,중앙선,1215,아신,1,0,405,20,726,172,1802,623,1408,1143,1462,973,1482,1103,1184,1283,1114,661,1129,1062,1106,998,1500,805,1581,1695,1149,1498,768,1658,479,776,265,1090,206,939,104,993,16,434,1,131,0,0,0,0,0,0
Oct-25,중앙선,1216,오빈,15,0,242,52,459,342,956,337,792,551,867,426,844,477,614,531,602,454,563,431,538,584,543,456,623,681,557,917,448,1104,191,394,135,490,69,486,41,343,2,169,0,61,0,0,0,0,0,0
Oct-25,중앙선,1217,양평,181,9,2152,80,4013,1561,9746,4578,7071,6217,5850,5151,7924,5566,7011,7546,6822,7566,7877,5099,7754,7473,7665,6227,8303,6880,7326,10483,6001,9492,3376,4978,3017,6675,2507,3708,1882,4612,295,3715,90,1073,0,0,0,0,0,0
Oct-25,중앙선,1218,원덕,96,1,309,30,706,227,939,567,1192,872,1085,566,1089,935,774,918,778,739,872,810,884,743,936,816,1002,968,824,1137,496,958,315,619,190,548,110,521,38,380,8,215,4,111,0,0,0,0,0,0
Oct-25,중앙선,1219,용문,417,1,934,3,2448,596,4195,2143,4807,4056,3897,2783,4288,4956,4159,9547,5362,5839,6404,7060,7679,5076,8371,2402,7612,6344,5754,5520,3090,4174,1907,3019,779,3433,669,2040,263,2010,1,1592,0,644,0,0,0,0,0,0
Oct-25,중앙선,1220,지평,0,0,0,0,1,0,259,265,33,169,69,35,412,571,5,0,3,2,185,15,444,453,1,1,0,0,134,201,42,74,223,279,3,2,32,170,0,2,0,0,0,0,0,0,0,0,0,0
Oct-25,장항선,1401,봉명,15,0,1079,453,1693,735,2507,3838,3129,4244,2580,3083,2830,2379,2797,1617,2403,2013,2354,2382,2388,1908,2779,1890,2852,1661,3375,3038,2068,2459,1179,1827,915,1294,650,1073,530,1230,563,758,9,210,0,0,0,0,0,0
Oct-25,장항선,1402,쌍용(나사렛대),99,7,2894,393,4171,631,6791,1532,8190,6190,5039,5019,4878,3914,4724,3586,4719,6167,5529,4492,4891,3120,5780,4559,5855,4649,5357,7672,4987,6734,2878,5338,2095,3980,1663,4189,1255,3041,831,2675,41,645,0,0,0,0,0,0
Oct-25,장항선,1403,아산,60,3,1025,1174,2451,4268,6649,5810,9416,10014,5492,8849,5748,7658,6768,6772,7587,8057,7859,8055,8404,6043,10837,7271,9619,6830,9312,9862,12332,9659,9749,5879,6248,5404,6731,4017,6180,2371,3309,1695,89,347,0,0,0,0,0,0
Oct-25,장항선,1404,탕정,72,2,1056,320,2114,1171,4235,2217,4460,4267,3046,2712,3139,2181,2826,2589,3496,2895,4256,3258,4113,2475,4489,2826,4042,4330,4560,5571,4860,5705,3627,3469,2468,3296,2287,2552,2455,2184,1057,1821,39,185,0,0,0,0,0,0
Oct-25,장항선,1405,배방,123,1,1068,381,1658,612,3253,1305,3562,2153,2922,1681,2331,1328,2230,1851,2431,1840,2467,2177,2576,1728,2395,2018,2082,3356,2547,3911,2574,3846,1654,3075,1166,2529,1005,2041,931,1780,623,1288,23,222,0,0,0,0,0,0
Oct-25,장항선,1407,온양온천,854,5,1954,487,4446,2617,9281,5920,10477,7915,10134,10031,10706,11047,10592,15341,12606,12476,14368,11595,14448,8011,12723,9440,11623,11028,8688,10686,9403,11823,4688,8578,3152,6648,2641,6222,1929,4046,1089,3071,40,790,0,0,0,0,0,0
Oct-25,장항선,1408,신창(순천향대),300,1,642,86,1622,566,2601,3410,2259,8770,2348,6451,3576,6114,4320,4859,3981,4475,5634,3562,7331,2863,5757,2422,8834,2978,6843,2338,7789,3884,2515,2798,1959,2971,2078,2951,708,2754,643,1845,5,598,0,0,0,0,0,0
Oct-25,경의선,1252,신촌,0,0,212,8,261,1201,594,4414,514,7059,769,4532,666,1991,721,1103,1019,1398,1063,2036,997,1045,1644,902,2321,988,4806,1348,4940,1821,2190,891,1173,585,1325,363,821,142,525,488,5,82,0,0,0,0,0,0
Oct-25,경의선,1261,효창공원앞,1,0,659,297,2015,2478,5215,5850,8244,16737,5791,8772,4261,4749,4008,3994,4312,4175,4537,4207,4475,4237,5158,4386,6574,5391,8466,6634,12703,8817,5105,6380,3634,4593,2995,4229,2307,3869,1144,2658,49,272,0,0,0,0,0,0
Oct-25,경의선,1263,서강대,6,0,428,109,1566,1506,3004,2624,4051,8842,3166,5510,3112,4600,3119,3367,3589,3426,3866,3923,3984,3678,4216,3851,5191,4152,6810,4395,6169,4678,3941,3333,3669,2743,3518,2492,3054,2108,1244,1420,15,167,0,0,0,0,0,0
Oct-25,경의선,1265,가좌,11,1,3043,372,7679,3320,21921,4241,24637,10519,13559,7917,9916,6558,8880,6146,9479,7480,8442,8182,8544,8479,9119,8978,9873,12272,10131,16757,9523,19744,5683,16075,4151,9622,3351,7463,2699,5931,1042,4695,30,643,0,0,0,0,0,0
Oct-25,경의선,1267,수색,2,0,1560,286,3642,2291,7616,5385,9815,14059,5784,7116,4173,3543,3919,3048,4010,3035,3674,3946,3791,3492,4084,3846,4789,4789,8615,8247,10585,7283,4526,6468,2740,4479,3029,3663,1739,2857,694,2176,17,377,0,1,0,0,0,0
Oct-25,경의선,1268,한국항공대,3,1,721,454,1407,1286,3898,2093,4039,9735,3308,9759,3296,8031,4251,4311,4349,4783,4363,5371,7516,4949,5648,3151,10522,3308,8355,3540,7623,3841,3851,3071,2716,2495,2521,2004,2229,2359,1488,1758,115,562,0,0,0,0,0,0
Oct-25,경의선,1269,강매,0,0,2389,259,6853,891,17408,1229,16204,3491,8714,1503,6162,1610,4970,1853,4665,2180,3928,2568,3232,3052,3313,4358,3519,5497,3195,7873,3317,11019,1177,9599,851,6122,678,5823,465,5146,233,3005,3,997,0,0,0,0,0,0
Oct-25,경의선,1270,행신,3,0,4068,1370,12596,4032,33657,5261,28001,9540,15749,6546,12294,5865,12002,7436,11233,7901,9245,9317,8749,8935,8142,11084,10188,15875,13243,20761,9882,33443,6268,24310,6392,13371,6173,12774,4878,10652,2619,6247,62,2095,1,1,0,0,0,0
Oct-25,경의선,1271,능곡,135,1,3854,619,7993,1848,18930,2880,16799,7153,10381,4857,7706,4427,7163,4879,6748,4993,6557,5399,6125,6058,6428,6786,7202,8650,7396,11172,6330,14888,3757,12048,3065,7540,2187,7035,1385,6670,641,3983,43,1950,0,0,0,0,0,0
Oct-25,경의선,1272,곡산,60,0,348,160,853,663,1419,1673,1200,2679,1136,977,1055,930,922,742,832,913,865,858,1127,868,1223,900,1312,1025,1733,1254,2015,1695,666,988,529,721,360,746,212,512,94,315,3,65,0,0,0,0,0,0
Oct-25,경의선,1273,백마,275,2,4913,614,15919,3853,33924,6082,25533,10343,15932,6330,12411,5262,11644,5334,11325,6197,10308,8103,9085,8277,9492,10513,10620,13520,11317,16828,10378,28459,4925,24196,3820,14700,3294,13576,2968,11976,765,7457,85,1659,0,0,0,0,0,0
Oct-25,경의선,1274,풍산,591,2,4455,351,11103,2309,23704,4229,20372,7525,14278,6328,11357,5589,10460,8053,10054,8105,9942,9024,9846,7569,9968,9599,10452,12308,10788,15781,9007,21926,5214,16332,4692,13162,4517,10565,2747,9404,997,6235,69,1554,0,0,0,0,0,0
Oct-25,경의선,1275,일산,1247,8,8052,823,23616,3628,46235,7835,34633,15670,22510,9369,18237,8612,18055,10572,17078,12127,16220,14098,14692,14350,15039,16832,17747,19693,14713,27482,12860,36098,7823,35222,6075,18730,4367,18699,4427,15673,1186,9082,153,3638,0,0,0,0,0,0
Oct-25,경의선,1276,탄현,24,1,6165,461,17398,3053,32760,4831,25223,8860,17115,5707,12599,4808,12082,5318,12124,6738,10575,7263,9513,9626,9538,10631,10403,14074,10872,19873,10105,27268,5418,26957,4230,13401,3762,14868,2908,10699,1013,7511,151,2176,0,0,0,0,0,0
Oct-25,경의선,1277,야당,118,1,5442,478,14060,2453,27474,4603,25343,8485,15224,8090,11828,6168,11475,7236,11912,8590,10749,9381,9761,12693,10434,12763,11482,19300,11994,25230,10755,32806,8602,25486,8330,13858,8876,13911,8501,10337,4182,7349,814,2119,0,1,0,0,0,0
Oct-25,경의선,1278,운정,72,0,4311,431,15131,4160,26136,6756,27463,9917,14718,7168,11203,5238,10733,6075,10240,6958,9515,6375,8335,9133,9073,9760,11017,15541,11447,17439,10576,22210,5585,17986,4069,10888,3050,10042,2797,8179,760,5802,134,1278,0,0,0,0,0,0
Oct-25,경의선,1279,금릉,98,1,3049,290,8991,2325,16190,5256,14351,9596,10398,5185,8406,4540,8409,4467,7772,5258,7659,6494,6738,7166,7298,7769,8328,10491,9683,12234,9305,13957,4771,13572,3622,8435,3170,7444,2300,6848,514,4956,56,1488,0,0,0,0,0,0
Oct-25,경의선,1280,금촌,117,2,3614,333,8429,3816,17331,8424,17624,14503,12546,8299,11493,8321,11509,7572,12108,10127,11784,9798,11407,9809,12063,11740,13286,13485,14470,15853,14937,17123,7465,15027,5112,10929,3883,8697,2567,7394,585,5681,138,1591,0,0,0,0,0,0
Oct-25,경의선,1282,월롱,72,0,500,30,884,2247,1722,7179,2008,9364,1889,4192,1828,2358,2123,2025,3070,2373,3130,1803,2965,1459,4738,1863,6531,1840,9097,2616,8491,2506,2945,2027,2313,1871,1846,1899,801,1824,62,1280,7,645,0,0,0,0,0,0
Oct-25,경의선,1283,파주,150,0,564,10,1284,819,2169,2366,2836,5352,2033,3518,2178,1956,2207,1435,2723,1566,2507,1632,2281,1045,3222,1480,4249,1618,4693,1672,4119,1992,1169,1947,786,1374,834,1131,322,1032,59,756,7,405,0,0,0,0,0,0
Oct-25,경의선,1284,문산,1188,0,2844,33,7270,2291,14995,7629,17932,13039,12743,6439,9788,8226,9995,8870,10701,8938,10974,9766,11627,7040,11556,11345,12464,11598,13421,12234,11510,13479,5904,15890,4011,9807,2848,7375,1894,7413,146,5235,0,2713,0,0,0,0,0,0
Oct-25,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,38,650,83,334,0,0,0,0,0,0,0,0,301,157,273,23,677,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-25,경의선,1286,운천,0,0,0,0,0,0,0,0,2,1,51,40,26,8,8,2,1,1,0,0,0,0,16,18,19,5,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-25,경의선,1291,서울역,6,1,603,25,821,7135,2628,18377,3001,26977,1922,15360,1581,6709,1808,4223,2397,4279,3301,5433,3744,2784,5747,2505,7764,3434,13373,3960,19512,4653,8026,2503,5248,1278,4451,1209,805,206,1757,992,2,156,0,0,0,0,0,0
Oct-25,경의선,1292,공덕,22,0,675,87,1578,2101,4447,6964,5492,17355,5208,8426,5999,3887,5739,3714,5669,4061,5464,3736,5719,4129,6131,4478,7557,5104,11160,6805,15873,7024,8374,5017,6934,4013,6585,3713,5126,2935,2391,1831,162,224,0,0,0,0,0,0
Oct-25,경의선,1293,홍대입구,4,0,313,112,761,523,1261,1905,1759,6232,1830,6446,1696,5091,1814,5109,2502,6742,3126,6116,4082,6982,5144,6652,6100,7312,7921,6696,8001,7852,6552,5255,6322,3421,6656,2686,6225,2571,2628,1536,42,284,0,0,0,0,0,0
Oct-25,경의선,1294,디지털미디어시티,10,0,1192,375,3136,1713,8518,2029,9609,4074,5979,3485,4709,2363,4107,2620,4446,2871,3780,3368,4004,3415,4093,3787,5040,5044,5138,7567,5180,9703,2961,7526,2146,4868,1796,4082,1427,3613,707,2449,47,419,0,0,0,0,0,0
Oct-25,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-25,경의선,1296,계양,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-25,경의선,1297,검암,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-25,경춘선,1311,신내,26,0,1403,653,4430,2321,11902,5841,9838,8790,5106,2582,4025,2248,3855,2562,3862,2601,3483,3123,3440,2764,4004,4687,4651,4021,5526,6591,6688,9039,2696,6377,1784,3386,1504,2959,1043,2568,715,1863,83,716,0,0,0,0,0,0
